CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V2_02,V2_03,V21_01,V22_01,V3,V4,V5_02,V5_03,V6,V7,V8,V9,V10,V11_01,V11_02,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,V5_01,V21_02,V21_03,V22_02,V22_03,V2_01
TQRMNOQYYHJLKQCDEHJGH00875443,2024,4,1,1,40,S,23,213,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,0,1,720000,4,4,5,4,,4,720000,8,9,10,8,,9,229,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOTTQHMMKSCDEHNHB00869581,2024,4,1,1,42,S,27,407,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,600000,3,3,3,3,,3,600000,8,8,9,7,,9,406,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQTPHJOKQCDEHNHB00875444,2024,4,1,1,42,S,27,317,1,,3,1,,7,2,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,4,0,4,950000,5,6,6,5,,6,237500,3,3,4,3,,4,395,2,0,98,0,0,0,2,2,2,2,2,0
TQRMNOSPRHJOKQCDEHNHB00875445,2024,4,1,1,42,S,27,347,1,,3,1,,2,1,1,1,,1,1,1,1,1,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,628640,3,3,3,3,,4,314320,4,5,5,4,,6,402,2,0,98,0,0,0,2,2,2,1,2,1
TQRMNOSPSHJOKQCDEHNHB00875446,2024,4,1,1,42,S,27,304,1,,4,1,,1,2,1,1,,1,1,1,1,2,2,2,4,3,1,1,1,1,2,2,0,2,0,4,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,60000,1,1,1,1,,1,15000,1,1,1,1,,1,341,3,4,1,0,0,0,2,2,2,2,2,0
TQRMNOPXQHLMLLCDEIJAH00855189,2024,4,1,1,1,S,33,3277,1,,5,1,,3,1,1,2,,1,1,1,2,2,1,2,5,4,2,0,2,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,9500000,10,,10,10,,10,1900000,10,,10,10,,10,10706,2,0,1,3,4,5,2,2,2,2,2,0
TQRMNOPUYHMONOCDEIIAD00854796,2024,4,1,1,1,S,32,2843,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1280000,7,,6,7,,5,640000,8,,8,8,,5,3606,1,2,98,0,0,0,2,2,2,2,2,1
TQRMNOPXQHKNLUCDEFKID00870071,2024,4,1,1,43,S,4,620,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOPRPHMMKSCDEIHJF00811848,2024,4,2,1,44,N,31,107,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,1,350000,1,1,1,,1,1,350000,5,5,4,,5,3,98,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOTUUHLOKMCDEIHJF00854711,2024,4,1,1,44,N,31,181,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,5,4,2,0,2,2,2,0,0,0,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,1,6,1780000,8,9,7,,9,7,"254285,71",3,4,2,,4,2,242,1,3,4,5,6,0,2,2,2,2,2,1
TQRMNOQTXHKNKPCDEIHJF00870091,2024,4,1,1,44,N,31,117,2,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,3,0,3,2855000,10,10,9,,10,9,"951666,67",9,9,8,,10,8,138,1,0,2,3,0,0,2,2,2,2,2,0
TQRMNORTYHLNLPCDEFNFF00852275,2024,4,1,1,41,N,7,298,1,,3,2,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,2,0,0,0,2,2,2,2,2,1
TQRMNOVSRHMMLMCDEFNFF00809319,2024,4,1,1,41,N,7,302,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1500000,8,8,9,,8,9,1500000,10,10,10,,10,10,560,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORRSHKLKMCDEGKDB00875547,2024,4,1,1,43,N,14,116,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,820000,5,5,5,,5,6,410000,6,6,6,,6,8,149,2,0,1,0,0,0,2,2,2,2,2,1
TQRMNOPPSHMMKRCDEGOIH00810582,2024,4,1,1,40,N,18,277,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,8,,2,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,6,1,5,974000,5,6,6,,6,7,"162333,33",2,2,2,,2,3,280,4,0,98,0,0,0,1,2,2,1,1,2
TQRMNOPUVHLOKTCDEIJAH00855154,2024,4,1,1,1,S,33,158,1,,2,1,,1,1,1,1,,1,1,1,3,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,133000,1,,1,1,,1,"44333,33",1,,1,1,,1,266,1,0,98,0,0,0,1,2,2,2,2,0
TQRMNOUVVHMOLNCDEIJAH00812339,2024,4,1,1,1,S,33,5936,1,,3,1,,4,1,1,2,,1,1,1,2,2,1,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,2300000,9,,9,9,,9,"766666,67",8,,8,8,,9,11165,3,0,98,0,0,0,2,2,2,2,2,0
TQRMNORVWHJLMTCDEIIAD00875548,2024,4,1,1,1,S,32,2065,2,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,6,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,2082000,9,,9,9,,8,694000,8,,8,8,,5,3552,3,0,1,0,0,0,2,2,2,2,2,1
TQRMNOPPYHLOLRCDEIJAH00855123,2024,4,1,1,1,S,33,1550,1,,3,1,,4,2,1,1,,1,1,2,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,156000,1,,1,1,,1,52000,1,,1,1,,1,3103,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORXPHMNMLCDEIJAH00812422,2024,4,1,1,1,S,33,1781,1,,3,2,,4,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,1,0,0,0,2,2,2,2,2,0
TQSMNOSQVHKOMLCDEIJAH00875549,2024,4,1,1,1,S,33,1626,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,1,1,4,,2,,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,890000,5,,4,5,,5,"296666,67",4,,4,4,,4,2698,1,3,98,0,0,0,2,2,2,2,2,2
TQRMNOQPUHMLLRCDEFKID00808875,2024,4,1,1,43,S,4,748,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,1530000,8,8,8,8,,7,510000,7,7,7,7,,6,1387,3,0,97,0,0,0,2,2,2,1,2,1
TQRMNORURHLMLQCDEFKID00851837,2024,4,1,1,43,S,4,742,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,3000000,10,10,10,10,,10,3000000,10,10,10,10,,10,975,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQXWHLLKRCDEIKAH00855777,2024,4,1,1,43,S,34,1096,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,1,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,1200000,7,7,7,6,,7,300000,4,4,4,4,,3,2185,2,0,98,0,0,0,2,2,2,2,2,0
TQRMNOSYPHLLKRCDEIKAH00875550,2024,4,1,1,43,S,34,1096,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,3,4,0,0,2,2,2,2,2,0
TQRMNOPRRHLOKOCDEHJGH00875551,2024,4,1,1,40,S,23,352,1,,1,2,,4,2,2,1,,1,2,2,3,2,1,2,1,1,2,0,2,2,2,0,0,0,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,0,1,800000,4,5,5,4,,4,800000,9,9,10,9,,9,352,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPWXHKMKMCDEHJGH00869196,2024,4,1,1,40,S,23,498,1,,4,1,,1,1,1,1,,1,1,1,1,1,1,2,4,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,4,2,2,900000,5,5,6,5,,5,225000,3,3,4,3,,4,529,1,0,2,0,0,0,2,2,2,2,2,0
TQRMNOPYTHLNLMCDEOJAH00856249,2024,4,1,1,44,N,93,127,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,800000,4,5,3,,5,4,"266666,67",3,4,2,,4,3,189,1,3,98,0,0,0,2,2,2,2,2,1
TQRMNOPWWHKOLNCDEOJAH00867889,2024,4,1,1,44,N,93,66,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,750000,4,4,3,,4,4,150000,2,2,1,,2,1,84,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQUVHJOLNCDEOJAH00873875,2024,4,1,1,44,N,93,102,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,2,98,0,0,0,2,2,2,2,2,1
TQRMNOSQVHJOLNCDEOJAH00873876,2024,4,1,1,44,N,93,102,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,1550000,8,8,7,,8,8,387500,6,6,4,,6,5,126,1,0,2,0,0,0,2,2,2,2,2,0
TQRMNORTTHLKKMCDEHJGH00873877,2024,4,1,1,40,S,23,525,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,300000,1,1,1,1,,1,75000,1,1,1,1,,1,534,2,0,96,0,0,0,2,2,2,2,2,0
TQRMNORYQHKNKOCDEGKDB00867459,2024,4,1,1,43,N,14,154,1,,4,2,,4,2,1,1,,1,1,1,1,2,2,2,4,4,2,0,2,2,2,0,0,0,0,1,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,1020000,6,6,6,,6,7,204000,2,3,2,,3,4,468,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOSXVHKNKPCDEGKDB00867742,2024,4,1,1,43,N,14,136,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,2,1,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,800000,4,5,4,,5,5,"266666,67",3,4,3,,4,5,222,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOTRTHKOKOCDEGKDB00867461,2024,4,1,1,43,N,14,126,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,2,1,2,0,2,0,1,,2,,1,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,860000,5,5,5,,5,6,"286666,67",4,4,3,,4,6,256,1,2,3,0,0,0,2,2,2,2,2,0
TQRMNORUQHKKKMCDEGLDF00867256,2024,4,1,1,41,N,15,202,1,,5,1,,1,1,1,1,,1,1,1,1,2,2,2,5,1,2,0,1,1,1,2,0,2,0,1,,2,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,600000,3,3,4,,3,4,300000,4,4,6,,5,6,222,1,0,98,0,0,0,2,2,2,1,2,2
TQSMNOPSWHJOLOCDEFNFF00873878,2024,4,1,1,41,N,7,407,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,0,12,12,12,,12,12,0,12,12,12,,12,12,0,2,0,1,0,0,0,2,2,2,2,2,0
TQRMNOUTRHJOLOCDEFNFF00873879,2024,4,1,1,41,N,7,365,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,0,12,12,12,,12,12,0,12,12,12,,12,12,0,96,0,2,3,0,0,2,2,2,2,2,1
TQRMNOQRXHJMLPCDEFNFF00873880,2024,4,1,1,41,N,7,205,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,500000,2,2,3,,2,3,250000,3,3,5,,4,4,374,2,0,1,0,0,0,2,2,2,2,2,0
TQRMNOQTQHJMLPCDEFNFF00873881,2024,4,1,1,41,N,7,218,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,608000,3,3,4,,3,4,304000,4,5,6,,5,6,496,2,0,97,0,0,0,2,2,2,1,2,2
TQRMNORXXHJMLPCDEFNFF00873882,2024,4,1,1,41,N,7,220,1,,5,1,,4,1,1,1,,1,1,1,1,2,2,2,5,4,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,7,2,5,1563000,8,8,9,,9,9,"223285,71",3,3,4,,3,4,577,1,0,4,0,0,0,1,2,2,2,1,1
TQRMNOQYXHKLLLCDEFNFF00873883,2024,4,1,1,41,N,7,631,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,850000,5,5,6,,5,6,850000,9,9,10,,9,9,1278,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPYYHJMKRCDEFOCD00873884,2024,4,1,1,41,N,8,220,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,900000,5,5,7,,5,7,450000,6,7,8,,7,9,299,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOTTRHMOKSCDEFOCD00809508,2024,4,1,1,41,N,8,351,1,,3,1,,4,1,1,1,,1,1,2,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,2,98,0,0,0,2,2,2,2,2,2
TQRMNOUQVHMOKSCDEFOCD00873885,2024,4,1,1,41,N,8,300,2,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,800000,4,5,6,,5,7,800000,9,9,10,,9,10,135,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORSQHLMKQCDEFOCD00858933,2024,4,1,1,41,N,8,390,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,1018000,6,6,7,,6,8,203600,2,3,4,,3,5,1527,4,0,98,0,0,0,2,2,2,2,2,2
TQRMNOSUXHMMKTCDEIJAH00812727,2024,4,1,1,1,S,33,2986,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,2,,4,electrico,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,1178000,6,,6,6,,6,"392666,67",6,,5,5,,6,5035,2,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPQRHJKLNCDEIJAH00873886,2024,4,1,1,1,S,33,1065,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,1,2,0,2,0,6,,1,,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,0,2,590000,3,,3,3,,3,295000,4,,4,4,,4,1593,1,0,2,0,0,0,2,2,2,2,2,1
TQRMNOPWVHKLLLCDEIJAH00866933,2024,4,1,1,1,S,33,2226,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,1,,1,,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,98,0,0,0,2,2,2,2,2,2
TQRMNOPQVHJLRUCDEIJAH00873980,2024,4,1,1,1,S,33,2438,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,,12,12,,12,0,12,,12,12,,12,0,96,0,98,0,0,0,2,2,2,2,2,1
TQRMNOQPRHJLSMCDEIJAH00873981,2024,4,1,1,1,S,33,3838,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,1,5,2900000,10,,10,10,,10,"483333,33",7,,6,6,,7,5180,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPQXHLKLLCDEIMBF00855893,2024,4,1,1,43,N,36,241,2,,1,1,,9,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQPVHMMLQCDEIMBF00813055,2024,4,1,1,43,N,36,173,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,0,2,1850000,9,9,9,,9,9,925000,9,9,9,,9,9,463,1,2,98,0,0,0,2,2,2,2,2,1
TQRMNOPSUHMOLNCDEIJAH00812141,2024,4,1,1,1,S,33,5936,1,,4,1,,3,1,1,2,,1,1,1,3,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,1,3,98,0,0,0,2,2,2,2,2,0
TQRMNORTWHJNMMCDEIJAH00873982,2024,4,1,1,1,S,33,1875,1,,3,2,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1000000,5,,5,5,,5,500000,7,,6,6,,7,2993,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORUPHJNMMCDEIJAH00873983,2024,4,1,1,1,S,33,2723,1,,3,1,,2,1,1,1,,1,1,1,3,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,510000,2,,2,2,,2,170000,2,,2,2,,2,2910,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORUYHMMLOCDEIJAH00812143,2024,4,1,1,1,S,33,1846,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,667000,3,,3,3,,3,"222333,33",3,,3,3,,3,3048,1,0,98,0,0,0,2,2,2,2,1,1
TQRMNOSXRHMMLOCDEIJAH00812144,2024,4,1,1,1,S,33,2248,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,6,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,3000000,10,,10,10,,10,1000000,9,,9,9,,10,3912,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOPVUHKMLPCDEIJAH00866900,2024,4,1,1,1,S,33,1760,1,,3,1,,4,1,1,2,,1,1,1,2,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,0,1,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,2,2,2,2,2,2
TQRMNOPWUHKOMRCDEIIAD00873984,2024,4,1,1,1,S,32,3720,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,2,,1,,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,1,4,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOQPRHKOMRCDEIIAD00873985,2024,4,1,1,1,S,32,2097,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,450000,2,,2,2,,1,450000,6,,6,6,,3,2204,96,0,1,0,0,0,2,2,2,2,2,1
TQRMNORTRHLOKNCDEFOCD00859058,2024,4,1,1,41,N,8,344,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,0,12,12,12,,12,12,0,12,12,12,,12,12,0,2,3,98,0,0,0,1,2,2,2,2,0
